type,lease_type,negotiable,furnishing,parking,property_size,property_age,bathroom,facing,cup_board,floor,total_floor,water_supply,building_type,balconies,AC,CLUB,CPA,FS,GP,GYM,HK,INTERCOM,INTERNET,LIFT,PARK,PB,POOL,RWH,SC,SECURITY,SERVANT,STP,VP,deposit,rent
BHK2,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,800,5,1,E,2,2,2,CORPORATION,IH,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240000,24000
BHK1,ANYONE,0,SEMI_FURNISHED,TWO_WHEELER,550,2,2,N,1,1,4,BOREWELL,IF,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,40000,10000
BHK3,ANYONE,1,SEMI_FURNISHED,BOTH,1540,7,2,SW,3,2,4,CORPORATION,AP,3,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,200000,31000
BHK2,FAMILY,1,NOT_FURNISHED,BOTH,1150,0,2,E,0,1,5,CORP_BORE,AP,2,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,100000,15000
BHK2,ANYONE,0,FULLY_FURNISHED,BOTH,1373,8,2,E,2,18,18,CORP_BORE,AP,2,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,200000,24000
BHK2,FAMILY,1,NOT_FURNISHED,TWO_WHEELER,400,8,2,N,0,0,2,CORPORATION,IF,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,100000,9000
BHK2,ANYONE,0,SEMI_FURNISHED,BOTH,800,0,2,E,1,2,3,CORPORATION,IF,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,100000,13500
BHK2,ANYONE,0,SEMI_FURNISHED,TWO_WHEELER,800,1,2,S,2,1,4,CORPORATION,IF,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100000,15000
BHK2,ANYONE,0,FULLY_FURNISHED,FOUR_WHEELER,1180,1,2,E,1,4,4,BOREWELL,AP,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,150000,20000
BHK1,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,750,0,1,N,1,4,5,CORP_BORE,IH,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,80000,14000
RK1,ANYONE,1,SEMI_FURNISHED,BOTH,300,0,1,N,1,4,4,CORP_BORE,IF,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,8500
BHK2,ANYONE,1,SEMI_FURNISHED,BOTH,1050,5,2,S,2,0,4,CORP_BORE,AP,2,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,90000,9000
BHK2,ANYONE,1,SEMI_FURNISHED,FOUR_WHEELER,1240,10,2,E,1,2,8,CORPORATION,AP,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,350000,35000
BHK1,ANYONE,1,SEMI_FURNISHED,BOTH,600,3,1,S,2,0,3,CORP_BORE,IF,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,100000,12000
BHK3,FAMILY,1,SEMI_FURNISHED,BOTH,1750,0,3,E,3,7,10,CORP_BORE,AP,2,0,1,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,1,250000,39000
BHK2,FAMILY,1,SEMI_FURNISHED,BOTH,1239,2,2,N,2,1,4,CORP_BORE,AP,2,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,180000,18000
RK1,BACHELOR,0,SEMI_FURNISHED,TWO_WHEELER,400,0,1,E,2,3,3,BOREWELL,IH,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50000,8000
BHK3,FAMILY,1,SEMI_FURNISHED,FOUR_WHEELER,2072,5,3,E,2,3,18,BOREWELL,AP,2,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,300000,38000
BHK2,FAMILY,1,SEMI_FURNISHED,BOTH,950,8,2,W,2,0,3,CORP_BORE,AP,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,140000,14000
BHK1,FAMILY,0,SEMI_FURNISHED,NONE,400,5,2,SE,5,3,3,CORPORATION,AP,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,200000,20000
BHK2,ANYONE,1,NOT_FURNISHED,TWO_WHEELER,700,3,1,N,0,1,2,CORP_BORE,IF,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50000,9000
BHK2,FAMILY,0,SEMI_FURNISHED,BOTH,1805,1,2,E,2,9,14,BOREWELL,AP,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,150000,30000
BHK2,ANYONE,0,SEMI_FURNISHED,BOTH,1200,0,2,W,2,1,4,BOREWELL,AP,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,100000,20000
BHK2,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,800,7,2,N,2,2,2,CORP_BORE,IF,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,150000,15000
BHK2,FAMILY,0,SEMI_FURNISHED,BOTH,1165,1,2,E,10,2,4,BOREWELL,AP,2,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,120000,21000
BHK3,ANYONE,1,SEMI_FURNISHED,BOTH,1435,0,2,E,3,13,14,CORPORATION,AP,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,200000,23000
BHK3,FAMILY,1,SEMI_FURNISHED,BOTH,1240,0,2,N,3,2,4,BOREWELL,AP,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,200000,22000
BHK2,ANYONE,1,SEMI_FURNISHED,BOTH,1350,0,2,E,3,1,3,CORP_BORE,IF,2,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,170000,21500
BHK2,FAMILY,1,SEMI_FURNISHED,BOTH,1300,1,2,N,1,2,4,CORP_BORE,IF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,100000,13000
BHK3,FAMILY,0,SEMI_FURNISHED,BOTH,2550,7,3,N,3,0,1,CORP_BORE,IH,2,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,200000,40000
BHK2,FAMILY,0,SEMI_FURNISHED,BOTH,1050,13,2,E,2,3,3,CORP_BORE,AP,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,150000,20500
BHK3,ANYONE,1,NOT_FURNISHED,NONE,900,7,3,N,0,0,2,CORPORATION,IF,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,100000,20000
BHK2,FAMILY,0,NOT_FURNISHED,BOTH,720,10,2,S,0,0,2,CORP_BORE,IF,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,200000,20000
BHK2,FAMILY,1,SEMI_FURNISHED,BOTH,930,1,1,E,2,1,2,CORP_BORE,IF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000,15500
BHK2,FAMILY,1,SEMI_FURNISHED,BOTH,975,5,2,NE,2,2,3,CORP_BORE,IF,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,70000,17000
BHK2,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,850,3,2,E,2,2,2,CORPORATION,IF,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,100000,18000
BHK1,ANYONE,1,SEMI_FURNISHED,BOTH,800,15,1,E,2,0,1,CORPORATION,IF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,60000,12000
BHK2,FAMILY,0,SEMI_FURNISHED,TWO_WHEELER,650,10,2,E,2,0,2,CORPORATION,IF,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,120000,12000
BHK1,ANYONE,0,FULLY_FURNISHED,TWO_WHEELER,500,0,1,N,3,2,4,CORP_BORE,AP,2,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,50000,25000
BHK2,ANYONE,0,SEMI_FURNISHED,BOTH,1000,1,2,E,2,0,0,CORPORATION,IH,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,75000,15000
BHK2,ANYONE,1,SEMI_FURNISHED,BOTH,1115,0,2,E,4,4,4,CORP_BORE,AP,2,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,100000,22000
BHK1,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,400,10,1,S,1,2,3,CORPORATION,IF,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,80000,8000
BHK2,FAMILY,0,SEMI_FURNISHED,BOTH,1100,2,2,N,3,3,4,CORP_BORE,AP,2,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,75000,22000
BHK2,FAMILY,1,SEMI_FURNISHED,BOTH,1450,10,2,E,2,3,5,CORP_BORE,AP,2,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,125000,23000
BHK2,FAMILY,1,SEMI_FURNISHED,BOTH,1532,18,3,E,2,0,1,CORP_BORE,IF,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,80000,14000
BHK2,ANYONE,1,SEMI_FURNISHED,BOTH,900,5,1,W,2,0,0,CORPORATION,IH,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,120000,12000
BHK2,ANYONE,0,SEMI_FURNISHED,BOTH,1162,1,2,E,2,0,5,BOREWELL,AP,2,0,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,150000,25000
BHK2,FAMILY,1,SEMI_FURNISHED,BOTH,1300,3,2,S,2,2,2,CORP_BORE,IF,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,160000,16000
BHK2,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,750,10,1,E,2,2,3,CORP_BORE,IF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,11000
BHK3,FAMILY,0,SEMI_FURNISHED,BOTH,2360,0,3,E,3,1,4,CORP_BORE,AP,2,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,300000,30000
BHK2,FAMILY,0,SEMI_FURNISHED,BOTH,800,2,2,N,2,2,3,BOREWELL,IH,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,80000,15000
BHK1,ANYONE,1,NOT_FURNISHED,BOTH,600,1,1,N,0,0,4,CORPORATION,AP,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,75000,12000
RK1,COMPANY,1,SEMI_FURNISHED,TWO_WHEELER,200,1,1,N,1,9,14,BOREWELL,AP,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,50000,17000
BHK1,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,600,10,1,E,0,1,1,CORPORATION,IF,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,100000,8000
RK1,ANYONE,1,NOT_FURNISHED,NONE,400,15,1,N,0,2,2,CORPORATION,IF,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,60000,8000
BHK3,ANYONE,1,SEMI_FURNISHED,BOTH,1899,1,3,W,3,8,14,CORP_BORE,AP,2,0,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,350000,38000
BHK2,FAMILY,1,FULLY_FURNISHED,BOTH,1055,15,2,E,2,2,3,CORP_BORE,AP,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,200000,15000
BHK2,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,600,1,2,W,2,3,3,CORPORATION,IF,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,100000,10000
BHK2,ANYONE,1,SEMI_FURNISHED,NONE,1000,1,2,N,2,1,4,CORP_BORE,AP,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,111000,18500
BHK1,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,400,8,1,N,3,2,3,BOREWELL,IF,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100000,15000
BHK2,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,750,9,2,W,2,1,2,CORPORATION,IH,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,100000,16000
BHK2,ANYONE,0,SEMI_FURNISHED,TWO_WHEELER,1000,10,1,S,1,1,3,CORPORATION,IH,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,150000,15000
BHK2,ANYONE,0,SEMI_FURNISHED,BOTH,1010,6,2,S,4,2,4,CORP_BORE,AP,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,1,150000,18000
BHK3,FAMILY,1,SEMI_FURNISHED,FOUR_WHEELER,1600,0,3,E,3,2,4,CORP_BORE,AP,3,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,100000,22000
BHK1,FAMILY,0,SEMI_FURNISHED,BOTH,450,5,1,E,2,2,3,CORP_BORE,AP,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,60000,8500
BHK2,ANYONE,0,SEMI_FURNISHED,BOTH,800,1,2,E,0,1,2,CORPORATION,AP,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,100000,22000
BHK2,FAMILY,0,SEMI_FURNISHED,BOTH,1100,10,2,N,2,2,3,CORP_BORE,IF,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,150000,16000
BHK2,FAMILY,1,SEMI_FURNISHED,BOTH,1069,10,2,E,5,6,8,CORPORATION,AP,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,340000,34000
BHK1,BACHELOR,1,SEMI_FURNISHED,TWO_WHEELER,400,2,1,E,1,2,4,CORP_BORE,IF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60000,11500
BHK2,FAMILY,0,SEMI_FURNISHED,BOTH,880,3,2,N,2,1,4,CORP_BORE,AP,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,120000,12000
BHK2,ANYONE,1,NOT_FURNISHED,TWO_WHEELER,600,5,2,E,0,1,2,CORPORATION,IF,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,150000,18000
BHK2,ANYONE,0,SEMI_FURNISHED,FOUR_WHEELER,950,0,2,N,2,2,4,CORP_BORE,IF,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,180000,18000
BHK3,FAMILY,0,SEMI_FURNISHED,TWO_WHEELER,1300,3,2,N,2,0,4,CORP_BORE,AP,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,250000,27500
BHK2,FAMILY,1,SEMI_FURNISHED,BOTH,1024,0,2,E,3,3,4,CORPORATION,AP,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,150000,22000
BHK2,ANYONE,1,NOT_FURNISHED,TWO_WHEELER,1200,4,2,E,0,1,3,CORP_BORE,AP,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,80000,16000
BHK1,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,700,5,1,N,1,1,2,CORP_BORE,IF,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50000,10000
BHK2,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,1000,5,2,E,2,1,3,CORPORATION,AP,2,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,200000,19000
BHK3,ANYONE,1,SEMI_FURNISHED,NONE,1350,5,2,E,3,2,2,CORP_BORE,IF,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,170000,17000
BHK2,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,1800,8,2,E,2,0,1,CORPORATION,IF,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,200000,18000
BHK1,ANYONE,0,SEMI_FURNISHED,BOTH,500,2,1,W,2,2,4,BOREWELL,IF,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,50000,12500
BHK2,ANYONE,1,FULLY_FURNISHED,BOTH,1300,1,2,N,5,3,4,CORP_BORE,AP,2,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,200000,27000
BHK2,FAMILY,0,SEMI_FURNISHED,FOUR_WHEELER,891,30,2,N,2,1,5,CORP_BORE,AP,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,250000,26500
BHK2,ANYONE,1,SEMI_FURNISHED,BOTH,1100,5,2,E,3,3,5,CORP_BORE,AP,2,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,100000,22000
BHK2,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,1000,0,2,NE,1,1,1,CORPORATION,IF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,100000,20000
BHK3,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,1100,40,3,E,4,1,1,CORPORATION,IF,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,220000,22000
BHK3,ANYONE,1,SEMI_FURNISHED,BOTH,1200,3,2,E,3,1,4,CORP_BORE,AP,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,100000,18000
BHK1,ANYONE,0,SEMI_FURNISHED,TWO_WHEELER,500,1,1,N,1,0,4,CORPORATION,AP,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,30000,8500
BHK2,FAMILY,0,NOT_FURNISHED,FOUR_WHEELER,1100,8,2,N,0,2,4,CORP_BORE,AP,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,150000,25000
BHK2,FAMILY,0,SEMI_FURNISHED,BOTH,1000,3,2,N,3,2,3,CORPORATION,IF,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,150000,17000
BHK3,FAMILY,1,SEMI_FURNISHED,BOTH,1400,7,2,E,2,4,4,BOREWELL,IF,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,100000,15000
BHK3,FAMILY,1,SEMI_FURNISHED,BOTH,1550,0,3,N,4,0,1,CORPORATION,IF,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,250000,25000
RK1,ANYONE,0,SEMI_FURNISHED,TWO_WHEELER,300,0,1,E,1,4,4,CORPORATION,IF,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100000,13000
BHK2,FAMILY,0,FULLY_FURNISHED,BOTH,2000,5,2,N,2,1,1,BOREWELL,GC,2,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,400000,40000
BHK2,FAMILY,1,SEMI_FURNISHED,BOTH,1040,2,2,E,2,4,4,CORP_BORE,AP,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,150000,22000
BHK2,ANYONE,0,SEMI_FURNISHED,TWO_WHEELER,700,1,2,E,2,0,1,CORP_BORE,IF,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,70000,15000
BHK2,BACHELOR,1,SEMI_FURNISHED,TWO_WHEELER,650,6,2,E,2,1,2,CORP_BORE,IF,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,110000,11000
BHK1,ANYONE,1,SEMI_FURNISHED,BOTH,800,10,2,E,1,0,1,CORPORATION,IF,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,100000,10000
BHK3,ANYONE,1,SEMI_FURNISHED,BOTH,1420,0,3,E,4,1,3,BOREWELL,AP,3,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,200000,35000
BHK2,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,900,0,2,N,2,3,3,CORP_BORE,AP,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,180000,18000
BHK2,FAMILY,1,SEMI_FURNISHED,BOTH,620,10,1,E,2,1,3,CORPORATION,IF,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,100000,16500
BHK3,ANYONE,0,SEMI_FURNISHED,BOTH,1570,0,2,E,2,6,14,BOREWELL,AP,2,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,1,120000,23000
BHK3,ANYONE,1,SEMI_FURNISHED,BOTH,1500,25,2,N,3,0,1,CORPORATION,IF,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,330000,33000
BHK3,ANYONE,1,SEMI_FURNISHED,BOTH,1450,8,3,N,3,3,9,CORP_BORE,AP,2,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,100000,25000
RK1,ANYONE,0,SEMI_FURNISHED,TWO_WHEELER,300,2,1,E,2,3,6,CORP_BORE,AP,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,10000,12500
BHK2,FAMILY,0,SEMI_FURNISHED,TWO_WHEELER,1000,7,2,E,2,0,2,CORP_BORE,IF,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,100000,15000
BHK2,ANYONE,0,SEMI_FURNISHED,BOTH,1200,7,2,E,2,3,5,CORP_BORE,AP,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,100000,17000
BHK2,FAMILY,0,SEMI_FURNISHED,BOTH,1238,0,2,W,2,2,3,CORP_BORE,AP,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,150000,15000
BHK2,ANYONE,1,SEMI_FURNISHED,BOTH,600,25,2,E,1,1,2,CORPORATION,IF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,12000
BHK3,ANYONE,0,SEMI_FURNISHED,BOTH,1450,0,2,E,6,3,4,CORP_BORE,AP,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,150000,15000
BHK2,FAMILY,1,SEMI_FURNISHED,BOTH,1150,7,2,W,2,3,4,CORP_BORE,AP,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,150000,21000
BHK2,FAMILY,0,SEMI_FURNISHED,FOUR_WHEELER,850,3,2,W,2,3,12,BOREWELL,AP,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,100000,25000
BHK2,FAMILY,1,SEMI_FURNISHED,BOTH,1700,8,2,NE,3,9,18,CORP_BORE,AP,2,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,350000,35000
BHK2,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,850,10,1,E,2,2,2,CORPORATION,AP,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,60000,11000
BHK2,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,800,1,2,E,2,2,2,CORPORATION,IF,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,80000,9000
BHK3,ANYONE,1,SEMI_FURNISHED,BOTH,2000,5,3,N,4,0,0,BOREWELL,IH,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,250000,35000
BHK2,FAMILY,0,NOT_FURNISHED,TWO_WHEELER,550,4,2,E,0,0,3,CORPORATION,IF,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,150000,12000
BHK2,FAMILY,0,FULLY_FURNISHED,BOTH,1000,10,2,N,2,3,8,CORP_BORE,AP,3,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,250000,35000
BHK3,FAMILY,1,SEMI_FURNISHED,BOTH,1900,0,4,N,3,0,6,CORP_BORE,AP,2,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,300000,36000
BHK2,ANYONE,1,SEMI_FURNISHED,FOUR_WHEELER,1170,2,2,E,4,3,3,CORPORATION,IF,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,200000,25000
BHK1,ANYONE,0,SEMI_FURNISHED,TWO_WHEELER,500,2,1,E,1,1,4,BOREWELL,AP,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,40000,10000
BHK1,ANYONE,0,FULLY_FURNISHED,BOTH,550,0,1,N,1,3,4,CORP_BORE,AP,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,96000,32000
BHK1,FAMILY,0,SEMI_FURNISHED,TWO_WHEELER,400,0,1,E,1,0,2,CORP_BORE,IF,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,90000,9000
BHK3,FAMILY,0,SEMI_FURNISHED,BOTH,1575,2,3,E,3,6,14,BOREWELL,AP,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,250000,35000
BHK3,ANYONE,1,SEMI_FURNISHED,BOTH,1200,12,2,E,5,2,4,CORP_BORE,AP,3,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,175000,33000
BHK2,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,600,6,2,E,2,2,2,CORP_BORE,IF,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,100000,10000
BHK2,ANYONE,0,SEMI_FURNISHED,BOTH,800,10,2,E,2,2,2,CORP_BORE,IF,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,100000,10500
BHK3,FAMILY,1,SEMI_FURNISHED,FOUR_WHEELER,2330,0,4,E,4,6,13,CORPORATION,AP,2,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,500000,50000
BHK3,FAMILY,1,SEMI_FURNISHED,BOTH,2030,2,4,E,4,5,8,BOREWELL,AP,2,1,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,200000,37000
BHK2,ANYONE,0,SEMI_FURNISHED,TWO_WHEELER,850,3,1,E,2,3,4,CORPORATION,IF,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,100000,16000
BHK2,FAMILY,0,SEMI_FURNISHED,BOTH,960,10,2,E,2,3,6,BOREWELL,AP,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,18000
RK1,BACHELOR,0,SEMI_FURNISHED,TWO_WHEELER,200,5,1,W,1,2,2,CORPORATION,IH,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,50000,8000
BHK2,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,1200,10,2,E,4,1,1,CORPORATION,IF,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,200000,22000
BHK2,FAMILY,1,SEMI_FURNISHED,BOTH,1100,10,2,N,2,2,3,CORP_BORE,AP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,100000,22000
BHK3,FAMILY,1,SEMI_FURNISHED,BOTH,1280,10,2,NW,3,4,4,CORP_BORE,AP,3,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,0,200000,20000
